genres,year,playtime_forever
"['Casual', 'Indie']",1996,117
"['Casual', 'Indie']",1997,344
"['Casual', 'Indie']",1998,4003
"['Casual', 'Indie']",1997,911
"['Casual', 'Indie']",1995,3133
"['Casual', 'Indie']",1996,453
"['Action', 'Indie']",2013,7516
"['Casual', 'Strategy']",2013,46806
"['Action', 'Indie']",2013,844261
"['Casual', 'Indie']",1998,786
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",2013,144287
"['Simulation', 'Strategy']",2013,6232
"['Action', 'Indie', 'RPG']",2013,5066171
"['Indie', 'RPG', 'Simulation', 'Strategy']",2013,213925
"['Indie', 'RPG', 'Simulation', 'Early Access']",2013,1594320
"['Action', 'Indie', 'Strategy']",2013,7280
"['Action', 'Adventure', 'Indie']",2013,574
['Action'],2013,28181
"['Action', 'Adventure', 'Casual', 'Indie']",2013,196646
['Simulation'],2013,11288
"['Action', 'Indie', 'Strategy']",2013,5466
['Simulation'],2013,8312
"['Action', 'Indie', 'RPG', 'Early Access']",2013,54093
"['Action', 'Indie', 'RPG']",2013,50436
"['Action', 'Adventure']",2013,5057895
"['Action', 'Indie']",2013,11759
"['Adventure', 'Indie']",2013,7676
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities']",2013,25553
"['Action', 'Indie']",2013,19750
['Indie'],2013,1303
"['Action', 'Strategy']",2001,3878
"['Adventure', 'Casual', 'Indie']",2013,694
"['Action', 'Indie']",2013,19606
"['Adventure', 'Indie']",2013,10599
['Adventure'],1997,2788
['Simulation'],2012,18319
"['Adventure', 'Indie']",2013,12568
['Adventure'],2004,397
['Adventure'],2002,831
['Casual'],2013,3097
"['Indie', 'Simulation', 'Strategy', 'Early Access']",2013,8404
['Design &amp; Illustration'],2013,1539
['Adventure'],2014,38689
"['Action', 'Adventure', 'Indie']",2013,41543
"['Adventure', 'Indie']",2012,39964
"['Casual', 'Indie']",2013,14122
"['Indie', 'Strategy']",2013,105607
"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",2013,4959970
"['Animation &amp; Modeling', 'Education', 'Utilities', 'Web Publishing']",2013,31297
"['Action', 'Indie']",2013,3798
"['Action', 'Adventure', 'Indie', 'RPG']",2013,4470
"['Action', 'Indie', 'Sports']",2013,22051
['Indie'],2014,13057
"['Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']",2013,28884
"['Action', 'Adventure', 'RPG']",2005,53495
"['Action', 'Indie', 'Strategy']",2013,37597
"['Adventure', 'Indie', 'RPG']",2012,198858
"['Action', 'Adventure']",2006,6816
['Animation &amp; Modeling'],2013,3749
['Simulation'],2013,37710
['Simulation'],2013,5962
['Action'],2005,1643
"['Action', 'Adventure', 'Indie', 'RPG']",2014,71189
"['Action', 'Indie', 'Sports']",2014,375765
"['Indie', 'Strategy']",2014,10841
"['Action', 'Adventure']",2014,99600
['Action'],2006,6459
['Action'],2003,36318
"['RPG', 'Strategy']",2014,19830
"['Action', 'Indie']",2014,631
"['Action', 'Casual', 'Indie', 'Simulation']",2013,660
"['Action', 'Indie', 'Strategy']",2014,9807382
"['Action', 'Indie']",2014,2527
"['Adventure', 'Indie', 'RPG']",2013,21951
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']",2014,1083644
"['Action', 'Indie', 'RPG']",2014,68718
"['Indie', 'Massively Multiplayer', 'Strategy']",2014,30021
"['Indie', 'RPG']",2014,25978
"['Casual', 'Indie', 'Strategy']",2013,6742
['Strategy'],2001,42199
"['Indie', 'Strategy']",2014,10210
"['Adventure', 'Indie']",2014,9599
"['Action', 'Adventure', 'Indie']",2014,616076
"['Action', 'Indie']",2014,6911
"['Indie', 'Strategy']",2010,10587
"['Action', 'Indie']",2013,8031
"['Adventure', 'RPG', 'Strategy']",2014,266755
"['Education', 'Software Training']",2014,7808
['Action'],2014,93406
['Casual'],2014,759
"['RPG', 'Strategy']",2014,13623
"['Adventure', 'Indie']",2014,6353
"['Casual', 'Free to Play', 'Indie']",2013,15160
"['Action', 'Adventure', 'Casual', 'Racing']",2014,1469
"['Adventure', 'Indie', 'RPG']",2014,4111
"['Adventure', 'Casual', 'Indie']",2014,7286
['Action'],2014,215219
"['Adventure', 'Casual', 'Indie']",2014,1148
"['Adventure', 'Casual', 'Indie']",2014,37620
"['Indie', 'Simulation', 'Strategy']",2014,3620178
"['Action', 'Indie']",2014,24211
"['Casual', 'Strategy']",2014,1708
"['Casual', 'Strategy']",2014,958
"['Casual', 'Indie', 'Strategy']",2014,48827
"['Casual', 'Indie', 'Strategy']",2014,76894
"['Indie', 'Simulation']",2012,9255
"['Indie', 'RPG']",2013,29039
"['Adventure', 'RPG']",2014,195177
"['Action', 'Adventure']",2014,10659
"['Action', 'Adventure']",2014,78192
"['Action', 'Adventure']",2014,86863
"['Indie', 'RPG', 'Strategy']",2014,382771
"['Action', 'Indie', 'RPG']",2014,25542
['Simulation'],2014,3083
"['Adventure', 'Indie']",2014,2875
"['Casual', 'Indie', 'Simulation', 'Strategy']",2014,59351
"['Adventure', 'Indie']",2014,20019
"['Action', 'Indie']",2014,119057
"['Action', 'Indie', 'RPG']",2014,3351
"['Action', 'Casual', 'Indie']",2014,2160
"['Casual', 'Indie', 'Strategy']",2014,16587
"['Casual', 'Indie']",2014,206024
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",2014,18476
"['Action', 'Adventure', 'RPG']",2014,67351
"['Action', 'Indie', 'Simulation']",2014,256068
"['Action', 'Adventure', 'Indie']",2014,5246
"['Action', 'Indie']",2014,5440
"['Action', 'Indie']",2014,28653
"['Indie', 'Simulation', 'Strategy']",2014,19167
"['Adventure', 'Free to Play', 'Indie', 'RPG']",2014,19981
['Casual'],2014,5
['Adventure'],2008,56
"['Casual', 'Simulation', 'Strategy']",2014,2458
"['Action', 'Adventure', 'Indie', 'RPG']",2014,217256
"['Adventure', 'Indie', 'RPG']",2014,35158
"['Action', 'Racing', 'Early Access']",2014,289
"['Adventure', 'Casual', 'Indie']",2014,2
"['Casual', 'Indie', 'Strategy', 'Early Access']",2014,37243
['Adventure'],2011,1249
"['Adventure', 'Casual']",2012,16929
['Action'],2004,762
['Strategy'],2007,3655
['RPG'],2010,1
['Strategy'],2004,4038
"['Action', 'Adventure', 'Simulation']",2009,7094
['Action'],2006,1196
"['Adventure', 'Indie']",2014,3703
"['RPG', 'Strategy']",2009,15685
"['Adventure', 'Indie']",2013,11517
"['Action', 'Indie', 'RPG']",2014,49351
['Adventure'],1996,12266
"['Education', 'Software Training']",2014,3361
['Action'],2014,159520
"['Adventure', 'Casual', 'Indie', 'RPG']",2013,37317
"['Casual', 'Simulation', 'Strategy']",2014,30593
"['Adventure', 'Casual']",2014,3762
"['Adventure', 'Casual', 'Indie']",2014,869
"['Adventure', 'Indie', 'RPG']",2014,16406
"['Indie', 'RPG', 'Simulation', 'Strategy']",2014,8296
"['Action', 'Indie']",2014,11617
['Design &amp; Illustration'],2014,688
"['Action', 'Adventure', 'Indie']",2014,6241
"['Adventure', 'Casual']",1996,365
"['Adventure', 'Casual']",1996,2178
"['Adventure', 'Casual']",1992,2492
"['Action', 'Indie']",2014,40529
"['Casual', 'Indie', 'Simulation']",2014,78035
"['Adventure', 'Casual']",1996,13857
['Adventure'],2014,290
"['Adventure', 'Casual']",1994,5002
"['Action', 'Casual', 'Indie']",2014,224
"['Adventure', 'RPG', 'Strategy']",2014,96824
"['Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",2014,188363
"['Casual', 'Indie']",2014,41726
"['Action', 'Strategy']",2014,160
"['Adventure', 'Casual']",2014,737
"['Action', 'Casual', 'Indie']",2012,4794
"['Casual', 'Strategy']",2014,6916
['Strategy'],2003,5976
['RPG'],2004,25
"['Action', 'RPG']",2006,1398
"['Casual', 'Racing']",2003,364
"['RPG', 'Strategy']",2007,663
"['Action', 'RPG', 'Strategy']",1994,1014
"['Adventure', 'Indie']",2014,90625
['Casual'],2010,1284
['Strategy'],2002,384
"['Action', 'Casual', 'Indie']",2014,13316
"['Action', 'Adventure', 'Indie']",2014,10500
"['Indie', 'Simulation', 'Strategy']",2014,1195
"['Adventure', 'Casual']",2014,400
['Racing'],2004,3462
"['Action', 'Adventure', 'Indie', 'Racing']",1998,532
['Action'],1996,2916
['Racing'],2005,61936
"['Adventure', 'Casual']",2013,16717
['Action'],2014,11858
"['Simulation', 'Strategy']",2006,23
"['RPG', 'Simulation', 'Strategy']",2007,13071
"['Adventure', 'Casual']",2000,42
['Adventure'],2014,121
"['Action', 'Indie']",2014,6470
['Action'],2014,18708
"['Action', 'Indie', 'Early Access']",2014,42931
"['Action', 'Adventure', 'Indie']",2014,11988
"['Indie', 'Racing', 'Sports']",2014,1384
"['Adventure', 'Casual', 'Indie']",2014,8875
"['Action', 'Indie']",2014,8363
"['Action', 'Indie']",2012,114661
['Strategy'],2003,4518
"['Adventure', 'Indie']",2014,23457
['Action'],2014,1347
['Strategy'],2013,819
"['Action', 'Indie']",2014,397431
"['Action', 'Free to Play', 'Indie']",2014,2622103
['RPG'],2014,408
"['Adventure', 'Indie', 'RPG']",2014,13266
"['Indie', 'RPG', 'Strategy']",2014,7323
"['Adventure', 'Indie']",2014,3314
"['Adventure', 'Indie']",2014,10149
"['Action', 'Adventure', 'Indie']",2014,15392
"['Casual', 'Indie', 'Simulation', 'Strategy']",2014,4790
"['Casual', 'RPG']",2010,5228
"['Action', 'Casual', 'Indie', 'Early Access']",2014,932
"['Indie', 'RPG', 'Simulation', 'Strategy']",2014,31215
"['Adventure', 'Indie']",2014,23381
"['Adventure', 'Casual']",2013,16776
['Casual'],2009,1934
"['Action', 'Adventure', 'Casual', 'Indie']",2014,3740440
"['Adventure', 'Indie']",2008,1314
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",2014,37334
"['Adventure', 'Casual', 'Indie']",2014,9962
"['Action', 'Adventure', 'Indie']",2014,175
"['Action', 'Simulation', 'Strategy']",2014,2062044
['Adventure'],2014,212
['Adventure'],2010,1538
['Casual'],1994,362
"['Adventure', 'Casual']",1997,1521
"['Adventure', 'Casual']",2001,2999
"['Adventure', 'Casual']",2000,3481
"['Adventure', 'Casual']",1998,1800
"['Action', 'Casual', 'Indie']",2014,25825
['Casual'],2014,165
"['Adventure', 'Casual', 'Indie']",2013,13608
"['Action', 'Adventure', 'Casual', 'Indie']",2014,9250
"['Action', 'Casual', 'Indie', 'Racing', 'Simulation']",2014,3687
"['Casual', 'Indie', 'Simulation']",2010,11612
"['Adventure', 'Casual', 'Indie', 'RPG']",2014,5192
"['Casual', 'Indie']",2014,267
"['Action', 'Free to Play', 'Indie', 'Strategy']",2006,2230379
"['Casual', 'RPG']",2014,606
"['Adventure', 'Indie', 'RPG']",2014,10040
"['Free to Play', 'Indie', 'Strategy']",2014,16721
"['Adventure', 'Casual', 'Indie']",2014,30
"['Action', 'Adventure', 'Indie']",2014,5269
['Casual'],2013,580
['Strategy'],2006,318
"['Adventure', 'Casual', 'Indie']",2014,17775
"['Action', 'RPG', 'Simulation']",2007,564
['Action'],2014,100130
"['RPG', 'Simulation', 'Strategy']",2014,1250588
"['Casual', 'Indie']",2014,264
['Casual'],2013,1009
"['Action', 'Casual', 'Indie']",2014,17785
['Casual'],2013,798
"['Casual', 'Indie', 'Simulation', 'Strategy']",2013,9909
['Adventure'],2014,1515
"['Action', 'Indie', 'Strategy']",2014,6094
['Indie'],2012,555
"['Adventure', 'Casual', 'Indie']",2014,1801
"['Casual', 'Indie', 'Strategy']",2014,3004
['Racing'],2014,506
"['Adventure', 'Casual']",2000,771
"['Casual', 'Indie', 'RPG', 'Simulation']",2011,7009
"['Indie', 'Strategy']",2014,412
"['Indie', 'Simulation', 'Strategy', 'Early Access']",2014,4685
"['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']",2014,5590748
"['RPG', 'Strategy']",2003,1148
"['Action', 'Adventure', 'Indie']",2014,46843
"['Action', 'Indie']",2014,1063
"['Indie', 'Strategy']",2014,20023
"['Adventure', 'RPG']",2014,5701
"['Action', 'Indie']",2014,1508
"['Adventure', 'Casual']",2013,18616
"['Casual', 'Strategy']",2013,2812
['Casual'],2013,512
"['Adventure', 'Indie']",2014,9050
"['Action', 'Casual', 'Indie']",2014,10662
"['Action', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']",2014,1478987
"['Action', 'Indie', 'Simulation', 'Strategy']",2014,11295
"['Action', 'Casual', 'Indie']",2014,8143
"['Adventure', 'Indie', 'Simulation']",2014,133
"['Action', 'Adventure', 'Indie']",2014,30242
"['Action', 'Indie']",2014,12392
['Simulation'],2014,19
"['Action', 'Adventure', 'Indie', 'RPG']",2014,1248630
"['Adventure', 'Indie']",2014,30701
['Casual'],2013,1182
"['Adventure', 'Casual', 'Indie']",2014,7094
"['Adventure', 'Indie']",2014,4102
"['Adventure', 'Indie']",2012,23554
['Action'],2014,34644
"['Casual', 'Indie', 'Simulation', 'Strategy']",2013,18505
"['Casual', 'Indie', 'Simulation']",2014,7008
['Indie'],2014,11935
['RPG'],2014,10216
"['Action', 'Indie', 'RPG']",2014,33353
"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",2014,871
"['Indie', 'Simulation', 'Strategy']",2014,309943
['RPG'],2011,37664
"['Action', 'Indie', 'Early Access']",2014,13303
"['Action', 'Indie', 'Early Access']",2014,3216
['Adventure'],2003,1487
"['Action', 'Strategy']",2014,2994
"['Indie', 'RPG']",2013,20451
"['Action', 'Adventure', 'Simulation']",2014,3315
['Strategy'],2014,12074
['Simulation'],2014,40398
"['Racing', 'Simulation', 'Sports']",2014,10799
"['Action', 'Indie', 'Strategy']",2014,210
"['Adventure', 'Indie', 'RPG', 'Strategy']",2014,1859683
"['Adventure', 'Casual', 'Indie']",2014,14104
"['Action', 'Free to Play', 'Massively Multiplayer']",2014,2523352
['Indie'],2014,104
"['Action', 'Indie']",2014,8926
"['Adventure', 'Indie']",2014,2863
"['Casual', 'Indie', 'Simulation']",2014,73948
"['Action', 'Adventure', 'Indie']",2014,4324
"['Casual', 'Indie', 'Strategy']",2013,91
"['Action', 'Casual', 'Indie']",2014,2104
['Adventure'],2014,94737
"['Action', 'Indie']",2014,2439
"['Adventure', 'Indie']",2013,2934
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",2014,3854
"['Adventure', 'Casual']",2012,2194
"['Adventure', 'Casual']",2013,361
"['Adventure', 'Casual']",2014,4480
"['Action', 'Simulation']",2000,16
"['Adventure', 'Indie']",2013,126
"['Casual', 'Indie']",2014,8163
"['Adventure', 'Casual']",2001,459
['Simulation'],2014,64816
"['Action', 'Casual', 'Indie']",2014,4399
"['Action', 'Adventure', 'Indie', 'RPG']",2014,124
"['Indie', 'Strategy']",2014,13255
['Strategy'],2014,537609
['RPG'],2014,3059
"['Action', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Early Access']",2016,48404
['Utilities'],2014,740782
"['Action', 'Casual']",2014,5189
"['Action', 'Adventure', 'Casual']",2014,197
['Strategy'],2014,5293
"['Casual', 'Indie', 'Simulation', 'Strategy']",2006,11373
"['Casual', 'Indie', 'Simulation', 'Strategy']",2007,1092
"['Casual', 'Indie', 'Simulation', 'Strategy']",2013,1021
"['Casual', 'Indie', 'Simulation', 'Strategy']",2012,4322
"['Casual', 'Indie', 'Simulation', 'Strategy']",2010,555
"['Casual', 'Indie', 'Simulation', 'Strategy']",2007,1260
"['Action', 'Adventure']",2014,1014
"['Casual', 'Indie', 'Simulation', 'Strategy']",2007,2967
"['Action', 'Casual', 'Indie']",2014,4246
"['Action', 'Adventure', 'Free to Play', 'Indie']",2014,19118
"['Adventure', 'Casual', 'Indie', 'Simulation']",2012,10274
"['Adventure', 'Casual', 'Indie']",2014,11416
['Indie'],2014,16391
"['Action', 'Adventure', 'Indie']",2014,4379
"['Adventure', 'Casual']",2001,312
"['Adventure', 'Casual']",2012,1791
"['Action', 'Adventure', 'Indie']",2014,2971
"['Adventure', 'Indie', 'RPG']",2014,3567
"['Indie', 'Strategy', 'Early Access']",2014,962
"['Action', 'Indie']",2014,2598
"['Simulation', 'Strategy']",2014,520
['Adventure'],2014,17322
['Indie'],2014,12081
"['Adventure', 'Indie', 'RPG', 'Simulation']",2014,1916
['Adventure'],2014,176
"['Action', 'Indie']",2014,101280
"['Action', 'Indie', 'RPG', 'Strategy']",2014,457719
"['Action', 'Indie', 'Simulation', 'Early Access']",2014,144
"['Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG']",2014,67435
"['Action', 'Adventure', 'Indie']",2014,290
"['Action', 'Indie', 'Strategy']",2014,492
['Strategy'],2012,3817
"['Action', 'Indie']",2014,31746
"['Adventure', 'Indie']",2014,38642
"['Action', 'Indie']",2014,887
"['Action', 'Indie', 'Early Access']",2014,68508
['RPG'],2014,207987
['Casual'],2011,9524
"['Action', 'Adventure', 'Indie']",2014,1653
"['Casual', 'Indie', 'Strategy']",2014,4096
"['Action', 'Adventure', 'Indie']",2014,21654
"['Action', 'Adventure', 'Free to Play', 'Indie']",2014,680297
"['Action', 'RPG']",2014,24319
"['Casual', 'Indie', 'Strategy']",2014,2462
['Indie'],2014,16418
"['Action', 'Indie', 'Simulation']",2014,68151
['Sports'],2014,83893
"['Simulation', 'Strategy']",2014,689
"['Casual', 'Indie', 'Simulation', 'Strategy']",2014,5411
"['Action', 'Simulation']",2004,701
"['Indie', 'Strategy']",2006,730
"['Action', 'Simulation', 'Strategy']",2014,27602
['Strategy'],2014,998
"['Action', 'Indie']",2014,4335
"['Action', 'Adventure', 'Indie']",2014,3298
"['Adventure', 'Indie']",2014,2811
"['Adventure', 'Casual', 'Indie']",2014,56247
"['Action', 'Indie']",2014,2799
"['Adventure', 'Indie']",2014,257
['Action'],2014,11012
"['Design &amp; Illustration', 'Photo Editing']",2014,5759
['Action'],2014,1853
"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']",2014,29979
['Action'],2007,31684
['Action'],2004,9110
['Action'],2006,20850
"['Action', 'Indie']",2013,7404
['RPG'],2014,5535
"['Action', 'Adventure', 'Indie']",2014,66853
"['Action', 'Indie']",2014,1498
"['Casual', 'Free to Play', 'Indie']",2014,15584
"['Adventure', 'Indie']",2014,13303
"['Indie', 'Simulation']",2014,776
['Action'],2009,952
['Design &amp; Illustration'],2014,41
"['Action', 'Indie', 'Strategy']",2014,34588
['Adventure'],2003,119
"['Casual', 'Indie', 'Strategy']",2014,676
"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer']",2014,5075
"['Action', 'Casual', 'Indie']",2014,198
"['Action', 'Indie']",2014,33679
"['Adventure', 'Casual']",2001,989
"['Adventure', 'Indie']",2014,4496
"['Adventure', 'Indie', 'RPG']",2014,131
['Action'],2014,832091
['Action'],2014,865540
"['Adventure', 'Indie', 'Strategy']",2014,244
"['Action', 'Indie', 'RPG']",2014,142694
"['Indie', 'Strategy']",2014,3105
['Casual'],2014,402
['Casual'],2014,201
"['Adventure', 'Indie']",2014,1324
"['Action', 'Adventure']",2011,3894
"['Indie', 'Strategy']",2014,1695
"['Action', 'Adventure', 'RPG']",2013,917911
"['Indie', 'RPG']",2013,7244
"['Action', 'Indie', 'Simulation', 'Strategy']",2014,18656
"['Action', 'Indie']",2014,42582
"['Adventure', 'Casual', 'Indie', 'RPG']",2014,1630
['Action'],2014,264914
"['Indie', 'Simulation', 'Strategy', 'Early Access']",2014,4207
['Indie'],2014,84
"['Adventure', 'Casual']",2013,7202
['Casual'],2014,90
['RPG'],2014,490720
"['Indie', 'Strategy']",2014,5494
['Casual'],2004,13057
['Adventure'],2014,53
"['Casual', 'Racing']",2014,10339
"['Casual', 'Indie', 'Strategy']",2014,5298
"['Action', 'Free to Play', 'Indie']",2014,16342
"['Action', 'Indie']",2014,913
"['Indie', 'Strategy']",2014,8638
"['Action', 'Adventure']",2014,526647
"['Action', 'Adventure', 'Casual', 'Indie']",2014,1124
['Casual'],2007,55
['Casual'],2011,26
"['Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",2014,35072
"['Action', 'Adventure', 'Indie']",2014,2849
"['RPG', 'Strategy']",2014,1824789
"['Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",2014,1069360
"['Action', 'Adventure', 'RPG', 'Strategy']",2014,1674
"['Action', 'Indie']",2014,58143
['Action'],2006,5
"['Simulation', 'Sports', 'Strategy']",2014,2
['Casual'],2014,19
"['Adventure', 'Casual', 'Indie']",2014,7048
"['Adventure', 'Indie', 'RPG', 'Strategy']",2014,896641
"['Action', 'Adventure', 'Indie', 'Strategy']",2014,68199
['Adventure'],2014,12957
"['Action', 'Indie']",2014,3167
"['Action', 'Adventure', 'Indie', 'RPG']",2014,48331
"['Adventure', 'Indie']",2013,15669
"['Simulation', 'Strategy']",2014,149766
['Strategy'],2014,1011
['Strategy'],2014,10511
"['Indie', 'Strategy']",2014,136560
['RPG'],2014,2568
['Adventure'],2014,56222
"['Action', 'Adventure']",2014,6105620
"['Action', 'Indie']",2014,8163
"['Action', 'Indie']",2014,8790
"['Adventure', 'Indie']",2014,13901
"['Sports', 'Strategy']",2014,361
"['Adventure', 'Casual']",2013,16271
